Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status,salary_lpa
659,Female,EE,4.46,42.3,65.9,0,2.1,55.8,3,1,3,4,4,3,2,7.4,8,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
660,Male,IT,5.65,61.7,56.4,0,5.0,65.2,6,1,4,2,2,4,1,6.4,6,Yes,Low,Tier 1,Yes,Low,Not Placed,0.0
661,Male,CSE,4.71,58.0,52.2,0,3.6,48.8,2,2,3,2,2,3,2,7.5,8,No,Low,Tier 3,Yes,Low,Not Placed,0.0
662,Female,CSE,0.48,32.6,31.3,0,2.3,47.2,0,0,0,3,1,0,0,8.6,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
663,Female,ME,8.82,89.9,78.3,0,7.5,63.3,3,3,5,2,4,2,1,5.5,4,No,Medium,Tier 2,Yes,Medium,Placed,17.43
664,Male,ECE,4.44,62.1,54.2,0,4.0,53.3,5,2,3,1,3,2,1,6.2,5,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
665,Male,IT,5.89,72.1,46.9,4,8.3,69.8,2,1,4,2,4,3,2,6.2,10,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
666,Male,IT,1.39,28.0,18.2,3,3.5,58.9,2,2,1,4,0,2,1,7.4,3,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
667,Male,IT,0.03,4.4,22.1,0,2.6,28.6,2,0,0,4,1,0,2,8.0,7,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
668,Male,ME,2.45,21.5,27.7,5,5.4,54.8,1,2,0,5,3,1,1,4.9,9,Yes,Low,Tier 3,Yes,Low,Not Placed,0.0
669,Male,CSE,7.05,76.0,69.0,5,7.2,76.3,4,2,3,5,4,1,3,6.8,6,No,Low,Tier 3,Yes,Low,Not Placed,0.0
670,Male,IT,0.99,18.0,30.9,0,1.4,52.3,4,0,2,2,1,2,0,7.0,5,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
671,Male,ME,9.09,100.0,84.9,0,7.0,94.0,4,2,5,2,5,3,1,8.1,7,Yes,High,Tier 2,Yes,Medium,Placed,17.72
672,Female,CSE,2.15,40.7,43.4,4,4.0,57.9,3,0,2,2,2,2,2,5.9,5,No,Medium,Tier 1,No,Low,Not Placed,0.0
673,Male,IT,2.05,30.6,36.6,0,0.9,40.7,3,0,3,3,2,2,1,7.9,4,No,Medium,Tier 1,Yes,High,Not Placed,0.0
674,Male,CSE,1.82,18.9,36.9,0,2.7,33.8,3,1,3,2,2,0,0,7.4,8,Yes,Low,Tier 3,Yes,Medium,Not Placed,0.0
675,Male,EE,0.14,21.3,31.5,1,0.0,40.2,1,0,0,3,1,1,1,9.1,8,No,High,Tier 2,Yes,Medium,Not Placed,0.0
676,Female,CSE,7.72,70.4,83.0,0,7.0,75.5,6,3,5,2,5,5,6,9.6,5,No,High,Tier 3,Yes,Low,Placed,16.83
677,Male,ECE,8.75,81.8,100.0,0,8.5,87.9,5,3,3,4,4,1,0,8.0,5,No,Medium,Tier 2,Yes,Low,Placed,17.15
678,Male,CSE,6.14,57.4,76.2,0,6.1,75.6,4,3,4,2,3,4,1,6.7,6,Yes,High,Tier 2,Yes,Medium,Placed,14.56
679,Female,IT,1.88,29.6,27.8,0,3.8,61.2,1,0,2,2,3,1,3,7.6,5,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
680,Female,CSE,2.85,50.9,53.7,0,5.5,61.5,2,2,3,4,2,1,1,7.7,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
681,Female,CSE,4.76,55.4,58.7,2,4.7,55.4,5,1,3,4,3,2,2,7.6,2,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
682,Male,ECE,9.54,91.7,90.4,0,10.0,78.5,6,1,4,3,5,3,1,7.5,3,No,Medium,Tier 2,Yes,Low,Placed,16.96
683,Male,CE,2.47,20.7,40.5,0,3.4,70.3,1,1,2,4,2,0,1,7.6,3,No,High,Tier 3,Yes,Medium,Not Placed,0.0
684,Female,CSE,7.32,82.7,87.7,0,7.6,59.9,7,2,5,4,3,5,4,8.3,3,No,Low,Tier 2,No,Low,Placed,17.75
685,Female,CSE,4.39,44.5,57.7,0,4.0,55.9,2,3,3,5,3,1,4,9.6,6,No,High,Tier 3,Yes,Low,Not Placed,0.0
686,Male,IT,2.98,41.5,60.1,5,5.2,60.6,4,1,3,4,1,2,2,4.8,4,No,High,Tier 2,Yes,High,Not Placed,0.0
687,Male,ECE,4.56,50.2,65.3,0,5.7,82.0,1,1,1,5,4,0,0,8.6,4,No,Medium,Tier 2,Yes,Low,Placed,10.96
688,Male,CE,0.71,29.4,28.9,0,3.5,37.0,3,1,0,3,1,2,0,7.2,3,No,Medium,Tier 2,Yes,High,Not Placed,0.0
689,Female,CSE,7.99,81.3,71.7,0,7.1,83.3,4,2,5,5,3,2,2,6.1,3,Yes,Medium,Tier 3,Yes,Low,Placed,16.78
690,Male,IT,2.43,35.1,35.6,0,1.9,39.1,0,2,0,5,1,1,0,5.4,3,No,Medium,Tier 2,Yes,High,Not Placed,0.0
691,Male,CSE,7.25,81.5,76.7,0,7.0,80.0,4,2,4,3,4,3,1,7.4,5,Yes,Low,Tier 2,Yes,Medium,Placed,16.53
692,Male,CSE,0.68,41.8,30.4,0,0.3,25.3,3,1,0,2,0,0,0,7.0,8,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
693,Male,IT,9.55,100.0,100.0,0,7.8,83.3,4,2,4,2,5,3,0,5.7,9,No,Medium,Tier 3,Yes,Medium,Placed,18.05
694,Male,ECE,1.93,30.5,35.1,0,3.0,55.7,0,1,1,3,0,1,0,7.0,6,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
695,Male,IT,8.83,90.1,89.8,3,10.0,82.8,4,2,5,2,5,4,1,8.2,8,No,Medium,Tier 1,Yes,High,Placed,16.05
696,Female,CSE,8.09,78.5,89.9,0,7.5,94.5,2,3,4,2,3,2,2,8.9,4,No,High,Tier 1,Yes,Low,Placed,14.36
697,Male,ECE,9.68,87.8,86.9,0,8.4,91.2,5,3,4,4,4,4,1,7.2,7,No,Low,Tier 2,Yes,Low,Placed,18.27
698,Male,ECE,4.78,50.1,73.2,2,4.8,47.3,2,2,3,4,3,2,2,7.1,4,No,High,Tier 3,Yes,Medium,Placed,11.55
699,Male,EE,7.27,69.1,55.7,2,5.2,92.6,6,3,5,0,3,4,4,7.7,6,Yes,Medium,Tier 2,Yes,High,Placed,14.4
700,Male,CSE,3.71,53.1,62.2,0,4.2,41.5,3,1,2,1,4,1,1,8.4,4,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
701,Male,CSE,1.84,19.9,32.3,4,2.9,38.8,2,2,2,5,0,1,0,7.2,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
702,Male,ECE,4.43,66.0,63.5,1,3.6,59.2,5,2,4,4,3,3,3,7.4,5,Yes,Medium,Tier 2,No,Medium,Not Placed,0.0
703,Male,ECE,1.66,36.6,34.9,0,1.5,57.0,3,1,2,2,1,2,0,6.5,9,Yes,Low,Tier 1,Yes,High,Not Placed,0.0
704,Male,CSE,9.82,98.7,100.0,0,7.9,87.6,4,3,4,1,5,3,2,6.8,7,No,Medium,Tier 1,Yes,High,Placed,18.79
705,Male,CE,0.96,23.2,31.2,0,2.2,29.6,0,1,0,2,2,2,1,6.2,4,Yes,Medium,Tier 1,Yes,High,Not Placed,0.0
706,Female,CSE,5.89,59.5,73.2,0,5.2,72.3,2,2,1,4,1,1,0,5.8,3,Yes,Medium,Tier 2,Yes,Medium,Placed,12.18
707,Male,ME,6.26,70.9,64.8,0,4.8,70.0,4,2,3,5,3,3,1,5.6,4,No,Low,Tier 3,Yes,Medium,Placed,16.1
708,Female,CSE,5.38,71.6,71.4,0,5.6,61.7,4,2,3,5,4,3,2,6.0,7,No,Medium,Tier 1,Yes,High,Placed,16.03
709,Male,IT,6.62,64.2,60.1,2,6.7,77.3,3,2,3,1,4,3,1,5.9,6,No,Low,Tier 2,Yes,Medium,Placed,14.39
710,Female,CE,1.16,9.5,27.2,0,2.4,27.5,2,1,1,3,1,1,3,7.4,7,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
711,Female,CSE,5.55,69.2,70.8,0,4.8,47.6,5,0,5,2,2,6,0,7.5,4,No,Medium,Tier 3,Yes,Low,Placed,14.22
712,Male,EE,2.87,42.6,50.9,0,4.1,77.9,4,2,2,3,3,2,1,6.5,6,No,Medium,Tier 3,Yes,High,Not Placed,0.0
713,Male,ECE,9.4,83.7,97.8,0,7.9,92.7,4,4,5,1,5,5,0,6.0,6,No,High,Tier 2,Yes,Low,Placed,18.05
714,Male,CE,7.62,72.4,75.0,1,5.6,82.8,1,2,2,2,4,4,2,9.6,8,No,High,Tier 2,Yes,Low,Placed,12.03
715,Male,IT,9.73,89.1,100.0,0,9.3,84.0,5,3,5,2,5,4,3,6.5,9,No,High,Tier 2,Yes,High,Placed,18.5
716,Female,CSE,0.38,11.0,14.3,0,2.1,48.1,0,1,0,4,2,0,1,6.3,7,No,Low,Tier 2,Yes,Low,Not Placed,0.0
717,Female,CSE,2.85,36.0,58.3,0,3.4,45.7,2,0,1,2,2,0,1,5.1,8,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
718,Female,CSE,1.95,28.9,32.8,1,1.3,13.3,1,1,2,3,2,1,3,7.6,5,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
719,Male,CSE,0.11,9.4,3.5,0,0.8,28.9,0,0,1,4,2,1,1,9.2,4,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
720,Female,CSE,2.42,28.0,25.4,0,5.2,46.1,5,0,3,5,0,4,0,6.8,5,Yes,Low,Tier 2,Yes,Medium,Not Placed,0.0
721,Female,CSE,6.79,70.4,72.8,0,4.7,73.7,4,3,4,5,4,4,1,6.6,5,No,High,Tier 1,Yes,Low,Placed,16.03
722,Male,ECE,2.31,36.3,37.9,2,2.9,46.5,1,0,2,4,3,1,0,7.3,5,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
723,Male,IT,5.09,55.1,78.4,0,5.0,57.8,4,3,4,3,3,3,0,7.4,5,No,Medium,Tier 2,No,Low,Placed,14.49
724,Female,CSE,8.88,100.0,78.7,4,8.0,79.4,6,4,5,5,5,4,1,4.0,5,No,Medium,Tier 1,Yes,High,Not Placed,0.0
725,Male,CSE,6.94,79.1,73.9,0,4.9,73.1,4,3,3,4,3,1,1,7.8,5,Yes,Medium,Tier 2,Yes,Low,Placed,15.39
726,Female,IT,3.95,32.7,39.0,0,4.4,39.0,2,1,3,4,2,2,1,9.3,5,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
727,Male,CSE,3.72,51.9,42.8,0,2.4,33.8,2,1,2,1,2,1,1,7.1,7,No,High,Tier 1,No,Low,Not Placed,0.0
728,Female,CSE,4.56,59.8,71.3,0,4.8,63.5,3,0,3,4,3,5,2,6.9,4,No,High,Tier 1,No,Low,Not Placed,0.0
729,Male,CSE,1.77,25.7,20.8,2,2.1,47.0,2,1,2,3,2,3,4,8.0,8,No,High,Tier 1,Yes,Low,Not Placed,0.0
730,Male,CE,6.34,53.9,74.6,2,5.1,83.6,2,1,3,2,2,1,1,7.8,8,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
731,Male,ME,3.64,46.0,51.0,1,4.9,53.8,1,0,2,2,2,0,1,7.2,6,No,Low,Tier 1,Yes,High,Not Placed,0.0
732,Female,ECE,8.52,87.3,85.9,0,7.2,71.8,4,3,5,4,5,2,2,7.9,1,Yes,Low,Tier 3,Yes,Medium,Placed,19.9
733,Female,IT,7.57,68.1,83.8,3,7.3,57.1,1,2,2,0,4,3,1,8.0,1,No,Low,Tier 3,Yes,Low,Not Placed,0.0
734,Male,ECE,6.11,52.4,55.3,0,6.3,61.0,2,1,2,3,1,0,0,5.6,6,No,Medium,Tier 1,Yes,Low,Placed,12.24
735,Male,IT,3.64,45.1,63.7,2,5.3,61.9,4,1,3,2,3,4,3,5.6,7,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
736,Female,IT,2.1,30.5,54.0,3,1.8,64.9,2,2,2,2,1,2,0,5.5,9,Yes,Medium,Tier 2,Yes,Low,Not Placed,0.0
737,Male,IT,7.76,76.8,80.6,0,7.9,82.2,6,3,5,2,5,3,3,5.2,5,No,Medium,Tier 1,Yes,Medium,Placed,18.09
738,Female,CSE,4.86,55.5,81.1,1,4.9,49.6,3,2,3,1,4,1,1,8.0,4,No,High,Tier 2,Yes,Low,Placed,12.89
739,Male,CSE,2.25,23.1,32.0,0,2.7,37.9,0,2,0,4,2,1,3,8.0,3,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
740,Male,ECE,1.95,27.2,37.6,0,1.7,36.5,1,1,2,0,1,2,3,7.5,7,No,High,Tier 2,Yes,Low,Not Placed,0.0
741,Male,ME,1.65,34.4,45.5,0,3.3,40.0,3,0,2,3,1,3,3,9.0,6,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
742,Male,ECE,7.77,77.5,75.6,0,6.0,95.1,4,2,4,2,4,3,0,6.6,5,No,Medium,Tier 3,Yes,Medium,Placed,16.76
743,Female,ME,2.29,17.7,22.5,0,3.6,63.1,0,1,1,5,1,2,2,6.2,6,Yes,Medium,Tier 1,No,Medium,Not Placed,0.0
744,Male,EE,5.27,55.1,44.0,2,7.1,64.6,4,1,3,3,2,4,0,7.1,5,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
745,Male,CSE,4.52,42.7,74.8,0,5.6,64.3,2,2,2,0,3,2,0,8.4,7,No,Medium,Tier 1,Yes,Low,Placed,12.72
746,Female,IT,5.8,67.0,59.1,0,7.0,60.2,2,2,2,4,2,1,2,6.3,5,No,High,Tier 3,Yes,Medium,Placed,13.91
747,Male,IT,8.77,92.7,86.3,0,6.9,67.1,3,2,3,2,5,3,1,9.3,5,No,Medium,Tier 2,Yes,Low,Placed,16.29
748,Male,EE,8.68,72.2,76.3,0,8.3,100.0,6,2,5,4,3,4,3,6.9,7,No,Low,Tier 2,Yes,High,Placed,16.77
749,Female,EE,4.51,60.9,63.6,0,3.5,34.2,1,2,2,4,0,3,2,7.6,5,No,Medium,Tier 3,Yes,High,Placed,10.94
750,Female,IT,0.15,5.2,11.4,0,1.4,13.9,2,0,1,5,0,1,2,7.2,4,No,Low,Tier 3,Yes,High,Not Placed,0.0
751,Male,CSE,4.26,66.8,47.2,0,6.2,82.1,4,1,2,3,3,3,1,6.5,3,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
752,Female,IT,6.06,66.0,69.5,0,5.1,71.6,5,2,2,4,4,2,2,8.1,3,No,High,Tier 2,Yes,Medium,Placed,14.89
753,Female,CSE,5.58,50.0,52.0,2,6.5,55.0,4,3,3,3,3,1,1,4.0,4,No,Low,Tier 2,Yes,High,Placed,13.23
754,Male,IT,6.51,58.9,68.3,0,7.1,82.3,5,3,5,2,3,5,1,6.6,7,No,High,Tier 2,No,Medium,Placed,16.35
755,Male,CE,1.54,31.6,44.3,0,3.7,53.5,2,1,1,4,2,1,1,8.0,4,No,Low,Tier 1,Yes,Low,Not Placed,0.0
756,Female,ECE,6.47,66.1,74.0,4,4.8,57.8,6,2,4,2,5,5,3,5.3,5,No,Low,Tier 2,No,Medium,Not Placed,0.0
757,Female,IT,1.83,29.6,33.9,2,3.3,39.6,2,1,2,3,2,0,5,6.2,3,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
758,Male,ECE,7.51,95.0,80.2,0,6.6,90.6,3,2,2,2,3,0,1,6.4,6,No,High,Tier 1,Yes,Medium,Placed,16.46
759,Female,ECE,3.39,36.8,41.2,0,5.0,45.5,6,1,4,4,4,4,3,6.6,6,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
760,Female,CSE,7.1,75.9,94.8,1,4.8,81.0,3,1,3,2,3,4,1,6.3,6,Yes,Low,Tier 2,Yes,Medium,Placed,13.93
761,Male,IT,0.48,33.3,13.7,1,2.2,55.0,0,1,0,3,0,0,4,5.8,9,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
762,Male,CE,4.08,52.4,52.7,1,4.6,30.8,1,1,2,3,1,1,0,6.9,5,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
763,Male,CE,7.05,58.9,75.6,0,4.4,73.2,3,3,3,5,4,3,2,8.0,6,No,Medium,Tier 1,Yes,High,Placed,15.3
764,Female,CSE,2.27,39.3,46.2,0,2.2,51.8,1,1,2,2,0,1,1,7.5,4,No,Low,Tier 3,Yes,Low,Not Placed,0.0
765,Male,ME,7.95,70.9,92.6,0,5.2,61.2,3,3,3,3,4,3,3,8.2,10,No,Medium,Tier 3,No,Medium,Placed,16.26
766,Male,IT,6.31,82.7,68.2,0,5.2,66.5,5,1,5,1,2,3,3,6.8,7,No,Low,Tier 3,Yes,Low,Placed,15.5
767,Female,CSE,5.88,56.8,67.9,0,6.2,82.8,3,3,2,2,4,2,2,8.5,7,Yes,Medium,Tier 2,Yes,Low,Placed,13.19
768,Female,CSE,3.54,74.8,49.6,0,4.2,47.8,2,2,3,3,2,1,1,5.5,8,No,High,Tier 1,Yes,Low,Not Placed,0.0
769,Male,CSE,4.82,70.6,33.8,0,5.0,46.1,1,3,1,3,1,3,1,8.6,7,No,High,Tier 2,Yes,High,Not Placed,0.0
770,Female,CE,5.97,57.8,49.9,4,4.6,84.4,5,3,3,3,4,0,2,8.3,8,Yes,High,Tier 1,Yes,Low,Not Placed,0.0
771,Male,IT,4.72,55.3,49.7,0,5.9,68.7,3,1,3,5,4,1,2,5.1,5,No,Medium,Tier 2,Yes,Medium,Placed,12.51
772,Female,IT,6.98,81.9,68.2,0,6.4,76.1,3,3,2,1,2,4,0,7.6,10,No,Medium,Tier 2,Yes,High,Placed,14.33
773,Male,CSE,4.34,59.7,40.7,1,4.6,59.9,4,1,4,5,2,3,2,6.8,2,No,High,Tier 1,Yes,High,Not Placed,0.0
774,Male,IT,2.02,36.6,41.7,0,3.9,59.5,2,2,2,4,2,1,2,6.9,5,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
775,Female,CSE,2.14,45.7,35.1,0,2.0,51.4,2,0,1,3,2,0,2,7.1,9,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
776,Male,ECE,0.06,14.3,16.3,0,1.8,43.1,0,0,1,3,3,0,1,6.3,5,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
777,Male,IT,3.01,36.9,29.5,0,4.0,44.7,2,1,1,2,3,1,1,8.1,7,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
778,Female,CSE,7.49,75.2,77.5,0,6.2,56.9,6,3,5,3,5,4,0,7.0,5,No,Medium,Tier 2,Yes,High,Placed,17.33
779,Female,ME,7.94,91.1,55.3,3,7.7,90.1,6,3,5,5,4,4,3,5.7,6,No,Medium,Tier 2,Yes,Medium,Placed,16.45
780,Female,CSE,2.02,35.8,32.5,0,3.4,60.3,2,1,2,2,2,0,3,7.0,5,No,Medium,Tier 1,Yes,High,Not Placed,0.0
781,Female,IT,9.59,99.4,95.4,1,8.1,89.8,5,3,5,3,4,4,4,6.4,8,No,High,Tier 2,Yes,Low,Placed,19.55
782,Male,ECE,5.02,65.6,60.6,0,4.9,75.8,0,2,1,2,2,1,1,7.7,6,No,Medium,Tier 1,Yes,Low,Placed,10.08
783,Male,ECE,9.17,72.4,75.7,0,8.4,86.0,4,2,5,2,4,4,4,5.4,2,No,Medium,Tier 3,Yes,Low,Placed,17.12
784,Male,CSE,7.07,78.2,76.8,1,7.2,76.3,4,3,4,3,3,3,2,9.4,4,No,High,Tier 3,No,Low,Placed,14.18
785,Male,CSE,7.22,78.6,65.3,0,6.6,99.3,6,2,5,2,1,2,0,7.1,4,No,Medium,Tier 3,Yes,Low,Placed,14.4
786,Female,CE,0.85,38.9,16.7,0,3.2,36.6,4,0,2,3,1,1,2,5.5,8,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
787,Male,CSE,2.2,18.4,42.8,0,3.7,44.0,3,2,3,3,3,4,2,6.8,3,No,High,Tier 2,Yes,High,Not Placed,0.0
788,Male,ME,0.09,31.3,38.9,0,0.0,13.1,1,0,0,3,1,0,2,6.4,5,No,Low,Tier 3,Yes,High,Not Placed,0.0
789,Male,EE,7.16,76.6,75.8,0,5.1,86.2,3,2,3,0,4,2,1,6.0,10,No,Medium,Tier 1,Yes,Low,Placed,16.14
790,Female,CSE,3.44,49.1,37.3,1,5.1,47.1,2,0,4,3,1,3,0,7.5,8,No,Low,Tier 1,No,Low,Not Placed,0.0
791,Male,CSE,7.87,98.7,82.8,0,6.8,84.0,3,3,2,3,4,0,1,9.7,4,No,Medium,Tier 1,Yes,Low,Placed,15.39
792,Male,IT,3.39,49.4,54.5,3,4.0,51.6,3,1,1,5,4,2,1,9.2,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
793,Male,EE,8.19,88.6,89.7,0,8.4,78.8,4,0,4,3,5,2,1,7.2,4,No,Medium,Tier 3,Yes,Medium,Placed,15.57
794,Female,CE,1.31,28.6,55.9,0,2.4,41.4,0,1,1,4,2,2,3,6.1,6,No,High,Tier 2,Yes,Medium,Not Placed,0.0
795,Male,ECE,1.73,24.9,24.7,0,2.7,44.9,1,0,1,2,1,0,2,7.3,5,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
796,Female,IT,3.41,43.7,47.8,0,3.0,69.6,3,2,3,5,4,2,1,7.9,6,Yes,Medium,Tier 1,Yes,Medium,Not Placed,0.0
797,Female,CSE,4.08,42.5,66.1,0,4.7,77.7,6,1,3,2,3,3,1,7.2,6,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
798,Male,EE,3.49,44.2,60.8,1,4.5,63.7,3,1,2,4,1,2,1,7.9,6,No,High,Tier 1,Yes,Low,Not Placed,0.0
799,Female,EE,7.64,56.6,59.6,0,6.3,96.1,4,1,4,4,2,3,1,7.5,6,No,High,Tier 1,No,Medium,Placed,14.96
800,Female,CSE,0.97,27.5,25.7,0,1.3,51.1,0,1,1,4,0,0,1,7.3,6,No,High,Tier 1,Yes,High,Not Placed,0.0
801,Female,CSE,3.51,43.6,60.9,4,6.6,62.0,2,1,2,5,2,3,2,5.5,4,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
802,Male,CSE,8.37,82.8,100.0,0,7.3,100.0,4,2,2,2,5,2,3,6.8,3,No,Medium,Tier 3,Yes,Low,Placed,14.22
803,Male,CSE,0.67,22.9,30.4,0,1.3,23.3,1,0,1,5,2,1,3,9.3,6,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
804,Female,ME,9.42,80.7,89.7,0,8.8,83.3,6,2,5,4,5,2,2,7.6,4,No,High,Tier 2,Yes,Low,Placed,17.76
805,Male,ECE,9.86,100.0,86.8,0,8.4,84.3,5,4,5,3,4,4,3,8.4,7,No,Medium,Tier 2,Yes,High,Placed,18.96
806,Female,CSE,0.89,21.5,47.3,0,1.0,36.7,0,0,0,5,4,0,2,9.4,3,Yes,Medium,Tier 1,Yes,High,Not Placed,0.0
807,Female,CSE,2.91,38.3,48.6,0,4.0,60.7,3,3,1,3,2,0,0,5.6,5,Yes,Low,Tier 2,Yes,High,Not Placed,0.0
808,Female,EE,3.72,37.0,39.3,0,3.3,43.9,3,1,3,3,2,2,1,10.0,6,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
809,Male,IT,7.76,81.2,78.0,1,8.5,87.6,2,2,2,3,3,2,3,8.2,8,No,Medium,Tier 3,Yes,Low,Placed,14.68
810,Male,ECE,5.96,79.5,68.8,1,6.2,63.7,4,1,4,1,5,3,1,8.4,5,No,Low,Tier 1,Yes,Medium,Placed,13.39
811,Female,CSE,6.44,80.1,75.0,1,5.7,69.5,5,1,3,4,4,1,4,6.2,6,No,Low,Tier 2,Yes,Medium,Placed,14.57
812,Female,EE,7.58,88.0,69.6,0,6.9,82.9,3,3,4,4,3,2,1,7.9,7,No,Medium,Tier 3,Yes,Medium,Placed,15.85
813,Male,ME,1.18,30.5,21.3,0,3.2,62.3,2,1,1,3,0,1,0,6.0,7,No,High,Tier 3,Yes,Medium,Not Placed,0.0
814,Female,CSE,8.33,82.2,68.1,0,7.5,76.4,3,2,3,5,2,1,1,7.2,6,No,Medium,Tier 1,Yes,Medium,Placed,16.11
815,Female,CSE,7.06,60.5,84.9,0,8.6,76.4,3,2,5,2,3,3,1,7.4,9,No,High,Tier 2,Yes,Medium,Placed,16.24
816,Male,CSE,5.77,62.0,60.7,0,6.7,56.7,5,3,4,1,2,5,0,6.7,5,No,Low,Tier 1,Yes,Medium,Placed,14.48
817,Male,CSE,8.9,88.3,93.9,0,8.2,79.7,5,3,5,5,3,4,2,8.4,9,No,Medium,Tier 1,Yes,Low,Placed,19.09
818,Male,ECE,7.0,85.0,88.2,0,5.5,64.0,6,3,5,4,5,5,3,6.4,7,No,Medium,Tier 2,Yes,Medium,Placed,17.61
819,Male,CE,2.02,35.3,36.4,1,2.8,50.1,3,1,2,4,3,0,3,4.6,6,Yes,Medium,Tier 1,No,Medium,Not Placed,0.0
820,Male,ECE,4.3,67.7,51.3,0,5.0,65.9,3,1,3,3,4,2,0,6.7,6,No,Low,Tier 1,Yes,Low,Not Placed,0.0
821,Female,ME,4.94,69.0,59.5,4,4.1,72.9,2,2,2,3,1,1,2,8.5,7,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
822,Male,ECE,0.55,15.1,23.0,1,3.2,29.3,1,2,2,1,0,0,0,9.9,4,Yes,High,Tier 2,Yes,High,Not Placed,0.0
823,Male,IT,9.55,78.2,100.0,0,7.2,98.4,4,3,5,3,4,2,1,8.6,6,No,Medium,Tier 3,No,Medium,Placed,18.81
824,Male,IT,1.29,39.8,31.4,0,1.8,44.1,2,1,2,2,3,2,1,8.3,5,No,High,Tier 1,Yes,Medium,Not Placed,0.0
825,Male,CSE,6.97,87.8,68.3,0,5.8,76.1,2,2,3,3,4,3,2,6.5,9,No,High,Tier 2,Yes,Medium,Placed,14.87
826,Female,ECE,5.06,44.3,69.0,1,5.8,50.5,3,1,2,4,5,1,0,9.8,4,No,Medium,Tier 3,Yes,Low,Placed,12.16
827,Male,IT,0.26,32.3,32.4,0,0.9,38.4,0,1,1,2,2,0,4,7.8,9,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
828,Male,CSE,9.25,97.4,78.6,0,6.2,92.7,3,4,5,4,4,4,2,7.9,5,No,Medium,Tier 3,Yes,Medium,Placed,17.93
829,Female,ECE,8.52,89.0,100.0,0,8.6,87.3,3,3,3,3,5,2,2,7.8,3,No,High,Tier 1,Yes,Medium,Placed,15.72
830,Male,ECE,5.24,75.7,63.6,0,4.7,71.2,4,3,4,4,1,4,2,5.6,4,Yes,Medium,Tier 2,Yes,High,Placed,17.02
831,Male,EE,2.29,47.9,39.2,3,2.0,57.1,0,2,1,3,0,2,3,7.5,4,No,Medium,Tier 3,Yes,High,Not Placed,0.0
832,Male,ECE,1.22,31.9,37.8,0,1.6,29.1,1,1,1,4,2,0,1,5.3,9,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
833,Male,ME,3.63,50.6,41.4,0,5.8,54.2,1,1,1,2,2,1,3,8.0,3,No,High,Tier 2,No,Low,Not Placed,0.0
834,Male,ECE,2.55,42.8,47.9,0,2.6,56.5,1,0,1,1,4,0,0,7.4,6,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
